City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,tomatlan,19.9333,-105.25,95.68,42,54,3.53,MX,1689959970
358,ron phibun,8.1791,99.8542,74.64,93,98,2.82,TH,1689960121
359,paita,-5.0892,-81.1144,76.39,67,17,13.0,PE,1689960121
360,ongjin,37.9347,125.3619,73.81,75,73,5.12,KP,1689960122
361,nadi,-17.8,177.4167,68.0,94,20,5.75,FJ,1689960270
362,isla mujeres,21.2311,-86.731,89.65,67,62,9.57,MX,1689960122
363,ancud,-41.8697,-73.8203,50.38,89,99,20.51,CL,1689960122
364,dauphin,51.1494,-100.0502,75.34,60,0,10.36,CA,1689960123
365,hammerfest,70.6634,23.6821,54.05,76,0,14.97,NO,1689959927
366,isafjordur,66.0755,-23.124,50.04,81,75,9.22,IS,1689959971
367,broome,42.2506,-75.833,76.19,79,100,8.05,US,1689959811
368,novospasskoye,53.1468,47.7514,60.82,94,100,14.54,RU,1689960124
369,luderitz,-26.6481,15.1594,60.03,52,1,4.05,NA,1689959930
370,tataouine,32.9297,10.4518,106.07,9,0,16.15,TN,1689960124
371,ad dabbah,18.05,30.95,103.8,9,64,5.91,SD,1689960124
372,menaka,15.9182,2.4022,100.44,29,92,4.38,ML,1689960124
373,prado,-17.3411,-39.2208,74.57,72,96,15.86,BR,1689959853
374,lisala,2.15,21.5167,80.73,68,92,2.51,CD,1689960125
375,ituango,7.1712,-75.764,79.65,51,100,2.46,CO,1689960125
376,nova vicosa,-17.8919,-39.3719,74.14,68,100,15.12,BR,1689959986
377,tadine,-21.55,167.8833,67.28,66,100,7.94,NC,1689960125
378,les cayes,18.2,-73.75,88.29,62,52,12.48,HT,1689960126
379,tuy hoa,13.0833,109.3,78.8,91,100,2.1,VN,1689960126
380,childress,34.4264,-100.204,84.45,48,0,9.46,US,1689960126
381,callao,-12.0667,-77.15,71.89,68,75,12.66,PE,1689959999
382,ebon,4.582,168.6964,78.6,91,100,18.41,MH,1689960076
383,el galpon,-25.3807,-64.6526,84.9,32,22,9.95,AR,1689960127
384,kiama,-34.6833,150.8667,51.01,72,20,3.0,AU,1689960127
385,surovikino,48.6078,42.8486,69.76,83,55,3.78,RU,1689960128
386,gaspe,48.8334,-64.4819,75.42,69,20,10.36,CA,1689960128
387,guasdualito,7.2424,-70.7324,81.32,84,72,3.85,VE,1689960128
388,port hedland,-20.3167,118.5667,64.45,36,0,6.91,AU,1689960129
389,tamandare,-8.7597,-35.1047,79.59,56,6,12.55,BR,1689960129
390,kununurra,-15.7667,128.7333,60.78,82,4,0.0,AU,1689960129
391,uddevalla,58.3478,11.9424,63.0,68,57,7.0,SE,1689960130
392,undurkhaan,47.3194,110.6556,58.26,83,86,3.06,MN,1689960130
393,moires,35.0532,24.8744,91.11,33,0,2.17,GR,1689960130
394,ghat,24.9647,10.1728,100.99,8,0,11.86,LY,1689959927
395,singkil,-7.9855,111.4161,68.9,90,3,5.26,ID,1689960131
396,san fernando,15.0286,120.6898,80.33,89,52,2.77,PH,1689960131
397,nar'yan-mar,67.6713,53.087,55.04,85,79,16.6,RU,1689959994
398,kondratovo,57.9804,56.1066,59.29,87,0,0.0,RU,1689960131
399,sungailiat,-1.85,106.1333,79.43,84,84,8.46,ID,1689960131
400,kailua-kona,19.6406,-155.9956,82.6,91,100,4.0,US,1689960132
401,port saint john's,-31.6229,29.5448,61.57,69,98,16.13,ZA,1689960132
402,el parral,16.3675,-93.0058,83.68,60,72,1.61,MX,1689960132
403,tsarevo,42.1667,27.85,77.02,78,0,7.43,BG,1689960132
404,urambo,-5.0667,32.05,74.68,27,1,5.88,TZ,1689960133
405,kone,-21.0595,164.8658,60.26,81,43,0.51,NC,1689960133
406,cowra,-33.8333,148.6833,33.73,94,0,2.48,AU,1689960133
407,ha'il,27.5219,41.6907,98.62,11,0,9.22,SA,1689960133
408,la cruz,23.9167,-106.9,89.55,65,16,5.91,MX,1689960133
409,palmas,-10.2128,-48.3603,87.67,33,0,10.36,BR,1689959869
410,namibe,-15.1961,12.1522,65.14,84,66,7.99,AO,1689959928
411,huarmey,-10.0681,-78.1522,73.02,70,56,10.87,PE,1689960134
412,villa maria grande,-31.6656,-59.9018,79.77,49,100,19.46,AR,1689960134
413,kismayo,-0.3582,42.5454,77.13,85,13,18.12,SO,1689960135
414,san andres,12.5847,-81.7006,89.62,74,20,12.66,CO,1689960135
415,kralendijk,12.15,-68.2667,87.78,70,40,24.16,BQ,1689960135
416,alice springs,-23.7,133.8833,38.75,87,0,4.61,AU,1689960135
417,mesyagutovo,55.5303,58.2528,63.43,64,64,6.89,RU,1689960136
418,nema,57.5067,50.5011,63.72,64,92,5.06,RU,1689960136
419,hulyaypole,47.6653,36.2578,74.35,46,6,8.55,UA,1689960136
420,nicoya,10.1483,-85.452,88.5,64,89,3.51,CR,1689960136
421,tolanaro,-25.0319,46.9987,66.27,77,75,11.5,MG,1689960036
422,dwarka,22.2394,68.9678,82.81,88,100,16.84,IN,1689960136
423,chegdomyn,51.1167,133.0167,57.7,74,95,2.13,RU,1689960137
424,freetown,8.484,-13.2299,80.24,80,99,11.03,SL,1689960137
425,mana,5.6592,-53.7767,83.77,73,19,9.04,GF,1689960137
426,nagqu,31.5,92.0,39.45,58,2,4.43,CN,1689959938
427,vila velha,-20.3297,-40.2925,73.35,71,75,10.36,BR,1689960138
428,luanco,43.6152,-5.7934,73.02,73,31,5.17,ES,1689960138
429,dudinka,69.4058,86.1778,69.62,66,100,9.91,RU,1689959992
430,canavieiras,-15.675,-38.9472,72.07,89,97,12.93,BR,1689960138
431,arawa,-6.2132,155.5367,76.21,97,100,3.67,PG,1689960139
432,taulaga,-11.0553,-171.0883,82.56,78,96,7.09,AS,1689960139
433,vredendal,-31.6683,18.5012,57.02,42,8,3.36,ZA,1689960139
434,kirakira,-10.4544,161.9205,77.85,88,98,1.72,SB,1689960054
435,la ceiba,15.7597,-86.7822,85.82,74,40,10.36,HN,1689960144
436,minas de marcona,-15.2119,-75.1103,65.7,56,5,13.31,PE,1689960145
437,ji'an,27.1172,114.9793,80.65,87,100,4.27,CN,1689960145
438,champerico,14.3,-91.9167,93.74,65,47,5.93,GT,1689960145
439,funafuti,-8.5243,179.1942,83.01,72,97,3.36,TV,1689960145
440,villa gesell,-37.2639,-56.973,69.06,80,100,16.64,AR,1689960146
441,kyzyl-suu,42.3414,78.0056,63.03,72,18,6.26,KG,1689960146
442,aswan,24.0934,32.907,103.3,9,42,11.1,EG,1689960035
443,kargalinskaya,43.7417,46.4792,78.67,48,17,8.37,RU,1689960146
444,nueva gerona,21.8833,-82.8,90.05,62,81,11.34,CU,1689960147
445,masterton,-40.9597,175.6575,43.88,92,92,9.95,NZ,1689960147
446,tsetserleg,47.475,101.4542,55.2,92,100,3.06,MN,1689960147
447,dakhla,23.6848,-15.958,77.02,69,1,33.38,EH,1689960280
448,san bernardo del viento,9.3533,-75.9524,89.33,68,98,6.17,CO,1689960148
449,kavieng,-2.5744,150.7967,80.74,81,83,5.26,PG,1689960148
450,cape canaveral,28.4058,-80.6048,96.21,66,20,8.05,US,1689960017
451,piti village,13.4626,144.6933,83.28,90,20,8.05,GU,1689960149
452,brookings,44.3114,-96.7984,77.18,63,28,4.9,US,1689960046
453,untergriesbach,48.5743,13.6673,67.64,94,100,1.99,DE,1689960149
454,ma'rib,15.4591,45.3253,94.77,10,95,8.12,YE,1689960149
455,staraya russa,57.9944,31.3608,64.54,58,87,6.11,RU,1689960149
456,maceio,-9.6658,-35.7353,81.84,65,75,17.27,BR,1689959982
457,baie-comeau,49.2168,-68.1489,64.08,77,100,6.91,CA,1689960150
458,zest'aponi,42.11,43.0525,73.51,98,89,2.51,GE,1689960150
459,antalaha,-14.9003,50.2788,71.26,86,87,10.71,MG,1689960150
460,muisne,0.6,-80.0333,83.08,74,51,8.77,EC,1689960151
461,naze,28.3667,129.4833,79.72,80,100,5.79,JP,1689959996
462,wuchuan,21.4571,110.7659,80.29,90,94,6.08,CN,1689960151
463,lerma,42.0261,-3.7598,72.16,24,60,11.21,ES,1689960152
464,ornskoldsvik,63.2909,18.7153,65.35,72,92,9.22,SE,1689960152
465,rongelap,11.1635,166.8941,83.14,78,66,17.98,MH,1689959813
466,belyy yar,53.6039,91.3903,60.69,94,0,0.0,RU,1689959917
467,dzialoszyn,51.117,18.8652,72.75,46,58,5.32,PL,1689960153
468,aldan,58.6031,125.3894,53.08,98,100,5.7,RU,1689960153
469,bratsk,56.1325,101.6142,64.89,71,0,3.47,RU,1689960153
470,selebi-phikwe,-21.979,27.8498,55.15,82,100,15.1,BW,1689960153
471,guelendeng,10.9176,15.5501,92.32,41,27,5.1,TD,1689960154
472,chernyshevsk,52.5243,117.0174,60.91,53,100,8.19,RU,1689960154
473,porto novo,6.4965,2.6036,78.62,77,100,10.83,BJ,1689960052
474,umm kaddadah,13.6017,26.6876,98.53,25,32,8.08,SD,1689960154
475,cacule,-14.5033,-42.2222,69.28,72,100,10.85,BR,1689960154
476,yuzhno-kurilsk,44.0306,145.8556,57.81,97,57,8.88,RU,1689960018
477,west bay,19.3667,-81.4167,93.27,78,20,16.11,KY,1689960155
478,benito juarez,19.385,-99.165,71.01,52,40,4.61,MX,1689960155
479,pacasmayo,-7.4006,-79.5714,73.6,73,56,15.21,PE,1689960156
480,demerval lobao,-5.3583,-42.6764,90.81,23,0,8.12,BR,1689960156
481,santa ana,33.7456,-117.8678,95.41,72,75,16.11,US,1689960124
482,ibarreta,-25.2144,-59.8585,94.41,26,13,18.81,AR,1689960156
483,kyren,51.6828,102.1408,56.5,86,12,2.1,RU,1689960156
484,naryn,41.4287,75.9911,63.79,62,88,6.6,KG,1689960156
485,guarapari,-20.6667,-40.4975,71.89,67,98,6.31,BR,1689960047
486,whitemarsh island,32.0288,-81.0168,94.01,59,40,17.27,US,1689960157
487,dzilam gonzalez,21.2833,-88.9333,94.71,47,93,5.06,MX,1689960157
488,atherton,53.5237,-2.4935,66.34,67,97,5.01,GB,1689960157
489,prince rupert,54.3161,-130.3201,60.49,86,100,9.22,CA,1689959997
490,lensk,60.7253,114.9278,61.41,86,71,5.08,RU,1689960157
491,pointe-noire,-4.7761,11.8635,72.63,79,6,10.31,CG,1689960158
492,new norfolk,-42.7826,147.0587,45.72,88,79,3.22,AU,1689959991
493,saint-louis,16.3333,-15.0,100.87,28,43,10.78,SN,1689960158
494,djambala,-2.5447,14.7533,85.69,32,77,6.04,CG,1689960158
495,grabovo,53.3875,45.064,58.57,94,87,0.47,RU,1689960158
496,vila do maio,15.1333,-23.2167,88.59,79,67,11.77,CV,1689960159
497,nazarovo,56.0064,90.3914,60.76,92,70,5.1,RU,1689960159
498,benjamin constant,-4.3831,-70.0311,87.93,70,75,3.44,BR,1689960072
499,isla cristina,37.2,-7.3167,89.38,35,2,13.98,ES,1689960159
500,new plymouth,-39.0667,174.0833,49.8,71,58,16.75,NZ,1689959923
501,nuuk,64.1835,-51.7216,45.21,100,75,15.01,GL,1689960159
502,fredericksburg,38.3032,-77.4605,89.44,62,75,6.91,US,1689959922
503,butte,39.6499,-121.5677,98.98,29,0,4.38,US,1689960160
504,opuwo,-18.0607,13.84,67.86,16,0,2.08,NA,1689960160
505,amnat charoen,15.9167,104.75,79.25,84,87,5.12,TH,1689960160
506,port blair,11.6667,92.75,82.44,89,75,6.91,IN,1689959982
507,el bauga,18.262,33.9081,103.86,9,59,7.05,SD,1689960161
508,saint-felicien,48.6501,-72.4491,70.48,73,100,2.3,CA,1689960161
509,tchibanga,-2.85,11.0333,75.83,66,100,8.68,GA,1689960161
510,lompoc,34.6391,-120.4579,73.54,100,40,0.0,US,1689959979
511,boa vista,2.8197,-60.6733,84.18,65,75,5.75,BR,1689959954
512,salinera colan,-5.0333,-81.0667,80.2,58,19,11.86,PE,1689960161
513,al hayy,32.1735,46.0433,106.83,6,0,16.58,IQ,1689960161
514,mitsamiouli,-11.3847,43.2844,79.39,75,54,10.36,KM,1689960162
515,sunel,24.3667,75.9667,89.24,61,85,1.01,IN,1689960162
516,romans-sur-isere,45.0464,5.0562,84.83,45,0,19.57,FR,1689960162
517,heunghae,36.1125,129.3522,70.56,94,5,0.47,KR,1689960162
518,oodweyne,9.4092,45.064,82.62,37,93,21.14,SO,1689960162
519,armidale,-30.5167,151.65,35.28,97,74,2.35,AU,1689960162
520,wad az zaki,14.4619,32.2065,99.55,26,76,7.83,SD,1689960163
521,thanh hoa,19.8,105.7667,79.56,89,20,2.28,VN,1689960163
522,ngambe,4.2333,10.6167,72.23,97,100,3.67,CM,1689960163
523,kangaba,11.9333,-8.4167,93.92,39,84,6.96,ML,1689960163
524,miquelon,47.0975,-56.3814,62.6,99,100,10.49,PM,1689960163
525,terenos,-20.4422,-54.8603,89.31,33,0,17.27,BR,1689960163
526,arica,-18.475,-70.3042,71.15,63,40,10.36,CL,1689959864
527,tucuma,-0.1833,-50.05,88.02,52,10,6.38,BR,1689960164
528,sorong,-0.8833,131.25,78.8,86,80,13.22,ID,1689960164
529,tarawa,1.419,172.984,78.89,94,75,2.3,KI,1689960164
530,bethanie,-26.4833,17.15,61.16,11,0,10.18,NA,1689960164
531,bel ombre,-4.6167,55.4167,78.64,78,20,9.22,SC,1689960164
532,warrenpoint,54.0995,-6.2509,59.09,88,100,5.3,GB,1689960165
533,ak-suu,42.4995,78.527,62.24,67,30,4.43,KG,1689960021
534,trinidad,-14.8333,-64.9,89.58,48,0,4.61,BO,1689960165
535,glendive,47.1053,-104.7125,83.82,30,40,9.22,US,1689960165
536,arua,3.0201,30.9111,70.83,72,69,4.09,UG,1689960166
537,zhangye,38.9342,100.4517,74.62,21,38,5.99,CN,1689960155
538,nasriganj,25.05,84.3333,92.05,55,46,13.91,IN,1689960166
539,okha,53.5739,142.9478,57.45,99,100,5.03,RU,1689960166
540,wenling,28.3669,121.36,81.52,89,100,11.77,CN,1689960166
541,fisterra,42.9049,-9.2629,76.75,77,1,18.5,ES,1689960166
542,kasongo-lunda,-6.4667,16.8167,83.89,33,76,1.32,CD,1689960167
543,martapura,-3.4167,114.85,77.09,100,40,2.3,ID,1689960167
544,san francisco,37.7749,-122.4194,86.86,73,20,11.5,US,1689960113
545,katsuura,35.1333,140.3,73.92,89,62,10.71,JP,1689960167
546,san pedro arriba,19.4822,-99.5658,64.42,72,75,8.05,MX,1689960167
547,thongwa,16.7619,96.5278,79.47,88,100,7.02,MM,1689960167
548,tatarsk,55.219,75.9828,67.44,75,67,6.76,RU,1689960167
549,layyah,30.9613,70.939,104.63,35,54,3.44,PK,1689960168
550,pionerskiy,54.9508,20.2275,66.04,64,42,8.79,RU,1689959821
551,pavlogradka,54.2024,73.5592,64.99,83,80,7.78,RU,1689960168
552,hirara,24.8,125.2833,82.67,83,20,6.91,JP,1689960168
553,mawlamyinegyunn,16.3833,95.2667,79.36,90,100,5.61,MM,1689960168
554,north haven,41.3909,-72.8595,83.25,82,75,11.5,US,1689960168
555,klamath falls,42.2249,-121.7817,78.49,44,0,3.44,US,1689959894
556,mudanjiang,44.5833,129.6,70.27,91,34,1.61,CN,1689960169
557,kalianget,-7.05,113.9333,78.3,71,2,9.78,ID,1689960169
558,kiunga,-6.1219,141.2906,73.06,97,100,3.62,PG,1689960169
559,kandahar,31.0,65.75,90.64,14,48,11.41,AF,1689960169
560,san pedro pochutla,15.7333,-96.4667,94.71,48,34,5.79,MX,1689959996
561,island harbour,50.724,-1.2758,69.31,69,85,5.99,GB,1689960169
562,shushtar,32.0455,48.8567,107.15,5,0,4.03,IR,1689960170
563,chacabuco,-34.6417,-60.4739,70.83,72,100,15.5,AR,1689960170
564,gadzhiyevo,69.2551,33.3362,48.33,83,100,18.28,RU,1689959936
565,porto torres,40.835,8.3972,84.38,66,37,9.37,IT,1689960170
566,balakhta,55.38,91.6,59.45,92,56,3.83,RU,1689960170
567,ambalavao,-21.8333,46.9333,58.33,92,82,7.31,MG,1689960170
568,kratie,12.4881,106.0188,75.15,99,100,4.34,KH,1689960171
569,chul'man,56.8479,124.9104,52.63,97,99,2.44,RU,1689960171
570,lata,40.1629,-8.3327,72.07,44,19,11.54,PT,1689960171
571,cabedelo,-6.9811,-34.8339,84.87,68,11,19.44,BR,1689959872
572,peschanokopskoye,46.1961,41.0775,76.82,52,18,7.36,RU,1689960171
573,le puy-en-velay,45.0437,3.8852,74.7,40,22,8.9,FR,1689960171
574,magadan,59.5667,150.8,49.53,96,70,7.25,RU,1689960171
575,grantham,52.9115,-0.6418,66.0,78,94,5.75,GB,1689960172
576,arteche,12.2645,125.4048,78.48,92,69,5.73,PH,1689960172
577,vadso,70.0744,29.7487,49.08,76,75,16.11,NO,1689960172
578,nantucket,41.2835,-70.0995,74.08,88,40,9.22,US,1689960014
579,katsuren-haebaru,26.3369,127.8719,84.4,74,80,9.73,JP,1689960172
580,cuatro cienegas de carranza,26.9833,-102.0833,90.0,35,49,6.29,MX,1689960173
581,tarrafal,15.2833,-23.7667,88.59,80,56,12.24,CV,1689960173
582,picui,-6.5106,-36.3469,82.99,36,0,18.21,BR,1689960173
583,kupang,-10.1667,123.5833,75.2,68,16,12.35,ID,1689960173
584,washington,47.5001,-120.5015,85.57,32,39,4.88,US,1689960087
